Compound	RNA.molecule	Compound.CID
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-299	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-329-2	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-337	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-339	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-376b	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-377	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-381	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-382	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-409	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-432	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-450a-2	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-493	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-495	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-505	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-510	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-519e	5469596
"3-bromo-4-n,n-bis-2'-cyanoethylaminobenzylidene rhodanine"	hsa-mir-99a	5469596
3-bromo-4-phenylethynyl-2(5h)-furanone	hsa-mir-125a	10422840
3-bromo-4-phenylethynyl-2(5h)-furanone	hsa-mir-142	10422840
3-bromo-4-phenylethynyl-2(5h)-furanone	hsa-mir-28	10422840
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-142	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-20b	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-23a	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-23b	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-24-1	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-24-2	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-27a	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-27b	398529
3-bromoacetamido-benzoic acid ethyl ester	hsa-mir-519e	398529
3-bromoacetamido-benzoylurea	hsa-mir-142	398525
3-bromoacetamido-benzoylurea	hsa-mir-20a	398525
3-bromoacetamido-benzoylurea	hsa-mir-27b	398525
3-bromoacetamido-benzoylurea	hsa-mir-93	398525
3'-carboxypropionyl-(z)-combretastatin a-4	hsa-mir-192	5466667
3'-carboxypropionyl-(z)-combretastatin a-4	hsa-mir-200b	5466667
3'-carboxypropionyl-(z)-combretastatin a-4	hsa-mir-215	5466667
3-chloro-4-(4-chlorophenyl)-5h-furan-2-one	hsa-mir-409	405305
3-chloro-4-(4-chlorophenyl)-5h-furan-2-one	hsa-mir-507	405305
3-chloroacetamido-benzoic acid ethyl ester	hsa-mir-21	398528
3-chloroacetamido-benzoic acid ethyl ester	hsa-mir-27a	398528
3-chloroacetamido-benzoic acid ethyl ester	hsa-mir-27b	398528
3-chloroacetamido-benzoic acid ethyl ester	hsa-mir-518a-2	398528
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-100	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-106a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-10a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-10b	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-125a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-128-2	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-142	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-17	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-18a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-19b-1	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-19b-2	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-20a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-20b	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-21	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-23a	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-23b	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-24-2	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-25	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-27b	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-28	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-342	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-513a-2	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-92a-2	389321
3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline	hsa-mir-93	389321
"3-deazaneplanocin, hydrochloride"	hsa-mir-100	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-106a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-10b	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-125a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-125b-1	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-125b-2	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-142	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-18a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-19b-1	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-19b-2	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-20a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-23a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-23b	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-24-1	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-24-2	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-25	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-27b	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-28	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-30a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-30d	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-33a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-365-1	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-7-1	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-7-3	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-92a-2	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-93	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-99a	358176
"3-deazaneplanocin, hydrochloride"	hsa-mir-99b	358176
3-Deazauridine	hsa-let-7a-1	54684286
3-Deazauridine	hsa-let-7b	54684286
3-Deazauridine	hsa-let-7e	54684286
3-Deazauridine	hsa-mir-10b	54684286
3-Deazauridine	hsa-mir-125a	54684286
3-Deazauridine	hsa-mir-125b-2	54684286
3-Deazauridine	hsa-mir-132	54684286
3-Deazauridine	hsa-mir-142	54684286
3-Deazauridine	hsa-mir-20a	54684286
3-Deazauridine	hsa-mir-23a	54684286
3-Deazauridine	hsa-mir-23b	54684286
3-Deazauridine	hsa-mir-24-1	54684286
3-Deazauridine	hsa-mir-24-2	54684286
3-Deazauridine	hsa-mir-27a	54684286
3-Deazauridine	hsa-mir-27b	54684286
3-Deazauridine	hsa-mir-28	54684286
3-Deazauridine	hsa-mir-30a	54684286
3-Deazauridine	hsa-mir-30b	54684286
3-Deazauridine	hsa-mir-30c-2	54684286
3-Deazauridine	hsa-mir-30d	54684286
3-Deazauridine	hsa-mir-30e	54684286
3-Deazauridine	hsa-mir-345	54684286
3-Deazauridine	hsa-mir-431	54684286
3-Deazauridine	hsa-mir-450a-1	54684286
3-Deazauridine	hsa-mir-505	54684286
3-Deazauridine	hsa-mir-517c	54684286
3-Deazauridine	hsa-mir-99b	54684286
3-demethyl-3-butyrylthiocolchicine	hsa-mir-30a	379108
3-demethyl-3-butyrylthiocolchicine	hsa-mir-30e	379108
3-demethyl-3-butyrylthiocolchicine	hsa-mir-522	379108
3-ethylcholanthrene	hsa-mir-19a	95723
3'-fluorothymidine	hsa-mir-345	33039
3-genistein-8-c-glucoside	hsa-mir-376a-2	5472471
3-genistein-8-c-glucoside	hsa-mir-512-2	5472471
3-genistein-8-c-glucoside	hsa-mir-521-1	5472471
"3-hydroxy-3',4',5,7-tetramethoxyflavone"	hsa-mir-204	97142
"3-hydroxy-3',4',5,7-tetramethoxyflavone"	hsa-mir-509-1	97142
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7a-1	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7a-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7a-3	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7c	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-let-7e	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-100	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-105-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-106a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-10b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-125a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-125b-1	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-125b-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-134	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-142	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-18a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-193a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-193b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-19b-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-20a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-20b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-218-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-219-1	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-21	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-23a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-23b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-24-1	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-24-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-25	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-27a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-27b	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-28	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-339	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-365-1	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-365-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-409	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-517c	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-92a-2	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-9-3	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-93	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-99a	376773
3-(hydroxymethoxymethyl)-3-butene-2-one	hsa-mir-99b	376773
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-106a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-125a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-142	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-151	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-18a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-20a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-20b	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-219-1	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-22	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-23a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-23b	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-24-1	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-24-2	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-25	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-27a	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-27b	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-28	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-339	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-34c	398530
3-iodoacetamido-benzoic acid ethyl ester	hsa-mir-93	398530
3-iodoacetamido-benzoylurea	hsa-mir-142	398526
3-iodoacetamido-benzoylurea	hsa-mir-193a	398526
3-iodoacetamido-benzoylurea	hsa-mir-22	398526
3-iodoacetamido-benzoylurea	hsa-mir-23a	398526
3-iodoacetamido-benzoylurea	hsa-mir-23b	398526
3-iodoacetamido-benzoylurea	hsa-mir-24-1	398526
3-iodoacetamido-benzoylurea	hsa-mir-24-2	398526
3-iodoacetamido-benzoylurea	hsa-mir-27a	398526
3-iodoacetamido-benzoylurea	hsa-mir-27b	398526
3-iodoacetamido-benzoylurea	hsa-mir-365-1	398526
3-isothiazolone	hsa-mir-125a	96917
3-isothiazolone	hsa-mir-142	96917
3-isothiazolone	hsa-mir-18a	96917
3-isothiazolone	hsa-mir-193a	96917
3-isothiazolone	hsa-mir-193b	96917
3-isothiazolone	hsa-mir-20a	96917
3-isothiazolone	hsa-mir-20b	96917
3-isothiazolone	hsa-mir-219-1	96917
3-isothiazolone	hsa-mir-24-2	96917
3-isothiazolone	hsa-mir-25	96917
3-isothiazolone	hsa-mir-27b	96917
3-isothiazolone	hsa-mir-339	96917
3-isothiazolone	hsa-mir-365-1	96917
3-isothiazolone	hsa-mir-365-2	96917
3-isothiazolone	hsa-mir-519e	96917
3-isothiazolone	hsa-mir-92a-2	96917
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-100	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-106a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-10a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-10b	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-125a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-125b-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-125b-2	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-128-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-128-2	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-142	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-150	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-16-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-17	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-18a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-19b-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-19b-2	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-20a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-21	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-23a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-23b	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-24-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-24-2	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-25	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-27a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-27b	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-28	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-328	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-483	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-92a-1	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-92a-2	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-93	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-99a	367310
"3-methoxy-2-phenoxy-2-phenylimidazo[1,2-b]pyridazine"	hsa-mir-99b	367310
"3- methoxy-5h-10-fluoro-isoindolo[2,1-a]quinoxalin-6-one"	hsa-mir-132	54612825
3-(methyl-s-glutathionyl)oxindole-diethyl ester	hsa-mir-27b	403790
3-nitro-5-formylisoxazole	hsa-mir-23a	362479
3-nitro-5-formylisoxazole	hsa-mir-23b	362479
3-nitro-5-formylisoxazole	hsa-mir-30a	362479
3-phenyl-1-(2-pyridyl)-2-propen-1-one	hsa-mir-125a	5354119
3-phenyl(imidazolidinil-1)methano	hsa-let-7a-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-let-7a-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-let-7a-3	6482345
3-phenyl(imidazolidinil-1)methano	hsa-let-7c	6482345
3-phenyl(imidazolidinil-1)methano	hsa-let-7d	6482345
3-phenyl(imidazolidinil-1)methano	hsa-let-7f-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-100	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-125b-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-126	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-128-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-142	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-151	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-153-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-181a-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-181a-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-181b-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-181d	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-18a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-19a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-19b-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-19b-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-20a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-221	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-222	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-23a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-23b	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-24-1	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-24-2	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-25	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-27a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-27b	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-28	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-29a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-29c	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-33b	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-93	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-99a	6482345
3-phenyl(imidazolidinil-1)methano	hsa-mir-99b	6482345
3-piperidino-2-phenylpropiophenone	hsa-mir-106a	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-142	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-18a	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-20a	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-20b	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-27b	89341
3-piperidino-2-phenylpropiophenone	hsa-mir-92a-2	89341
"3-(p-tolylthio)-5-ethoxypyrano[3,2-c]chromen-2(5h)-one"	hsa-mir-221	24205749
"3-(p-tolylthio)-5-ethoxypyrano[3,2-c]chromen-2(5h)-one"	hsa-mir-222	24205749
(3r)-astragaluquinone	hsa-let-7b	73200
(3r)-astragaluquinone	hsa-let-7c	73200
(3r)-astragaluquinone	hsa-let-7e	73200
(3r)-astragaluquinone	hsa-mir-10b	73200
(3r)-astragaluquinone	hsa-mir-142	73200
(3r)-astragaluquinone	hsa-mir-23a	73200
(3r)-astragaluquinone	hsa-mir-23b	73200
(3r)-astragaluquinone	hsa-mir-24-1	73200
(3r)-astragaluquinone	hsa-mir-24-2	73200
(3r)-astragaluquinone	hsa-mir-27a	73200
(3r)-astragaluquinone	hsa-mir-27b	73200
(3r)-astragaluquinone	hsa-mir-28	73200
(3r)-astragaluquinone	hsa-mir-517c	73200
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-let-7c	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-let-7e	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-100	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-106a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-10b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-125a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-128-2	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-142	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-146b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-17	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-18a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-193a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-193b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-19b-1	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-19b-2	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-20a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-20b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-219-1	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-21	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-22	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-23a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-23b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-24-1	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-24-2	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-25	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-27a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-27b	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-28	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-31	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-339	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-34c	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-365-1	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-365-2	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-409	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-92a-1	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-92a-2	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-93	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-99a	376774
3-(tert-butyldimethylsilyloxymethyl)-3-butene-2-one	hsa-mir-99b	376774
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-let-7b	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-125a	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-26a-2	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-30a	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-30b	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-30c-1	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-345	24205338
"4'-(1h-benzimidazol-2-yl)1,1biphenyl-4-amine"	hsa-mir-370	24205338
